Id	SRR3033158	SRR3033159	SRR3033160	SRR3033164	SRR3033165	SRR3033166	SRR3033161	SRR3033162	SRR3033163	SRR3033167	SRR3033168	norm.SRR3033158	norm.SRR3033159	norm.SRR3033160	norm.SRR3033164	norm.SRR3033165	norm.SRR3033166	norm.SRR3033161	norm.SRR3033162	norm.SRR3033163	norm.SRR3033167	norm.SRR3033168	baseMean	WT	codY	FoldChange	log2FoldChange	stat	pvalue	padj	dispGeneEst	dispFit	dispMAP	dispersion	betaConv	maxCooks
LMRG_RS02575	212	168	185	363	375	369	579	630	799	1231	1045	273	218	292	270	248	269	722	783	1147	804	718	522.12	262	835	3.19	1.673	10.849	2.02048315232363e-27	2.85494269423329e-24	0.0224	0.199	0.0287	0.0287	TRUE	0.5182
LMRG_RS02620	1183	1122	790	1695	2224	2130	2306	2071	2286	4728	4118	1522	1456	1246	1259	1470	1554	2875	2573	3283	3089	2829	2105.07	1418	2930	2.065	1.046	10.544	5.41944981692371e-26	5.10512172754213e-23	0.008	0.1972	0.0124	0.0124	TRUE	0.0569
LMRG_RS02775	1152	949	785	1884	3388	2349	3685	3696	3941	9005	8560	1482	1232	1238	1400	2239	1713	4594	4591	5659	5884	5881	3264.9	1551	5322	3.43	1.778	9.636	5.65748631241525e-22	3.99701407972138e-19	0.0402	0.197	0.0442	0.0442	TRUE	0.3617
LMRG_RS02695	3815	3115	2406	6868	7849	7364	12966	12169	15472	22513	16596	4908	4044	3794	5102	5187	5371	16163	15117	22219	14711	11402	9819.89	4734	15922	3.362	1.749	9.508	1.94497356009478e-21	1.09929905616557e-18	0.0377	0.1967	0.0442	0.0442	TRUE	0.2302
LMRG_RS02770	427	280	339	708	1228	911	1472	1617	1979	4400	4163	549	363	535	526	812	664	1835	2009	2842	2875	2860	1442.77	575	2484	4.316	2.11	9.321	1.15557759663222e-20	5.44277048013775e-18	0.056	0.1974	0.0661	0.0661	TRUE	0.1388
LMRG_RS09095	26	20	13	37	36	47	165	152	127	141	151	33	26	20	27	24	34	206	189	182	92	104	85.29	27	155	5.539	2.47	8.662	4.63872300893549e-18	1.63862890290646e-15	0.0754	0.2114	0.0862	0.0862	TRUE	0.0504
LMRG_RS12355	145	96	137	401	427	471	700	790	744	1807	1419	187	125	216	298	282	344	873	981	1068	1181	975	593.54	242	1016	4.183	2.065	8.316	9.06554389233807e-17	2.84658078219415e-14	0.0693	0.1987	0.0782	0.0782	TRUE	0.6161
LMRG_RS06375	221	230	167	362	371	371	341	337	281	656	649	284	299	263	269	245	271	425	419	404	429	446	341.16	272	425	1.572	0.653	8.196	2.4937113205856e-16	7.04722819197492e-14	0	0.2003	0.0053	0.0053	TRUE	0.0309
LMRG_RS06370	290	258	237	411	461	395	461	515	473	844	816	373	335	374	305	305	288	575	640	679	552	561	453.24	330	601	1.828	0.871	7.896	2.86908243981904e-15	7.37093361357146e-13	0.0078	0.1994	0.0136	0.0136	TRUE	0.0609
LMRG_RS11115	3887	4131	3106	6228	8027	5643	6770	6342	6437	12328	15022	5001	5362	4897	4627	5305	4116	8439	7879	9244	8056	10321	6658.81	4885	8788	1.799	0.847	7.839	4.54278356182279e-15	1.06982552880927e-12	0.0106	0.1968	0.0152	0.0152	TRUE	0.1191
LMRG_RS08565	714	623	660	1329	2041	1542	1817	1971	2961	4870	4393	919	809	1041	987	1349	1125	2265	2449	4252	3182	3018	1945.01	1038	3033	2.92	1.546	7.701	1.34549558954335e-14	2.92490041234577e-12	0.0465	0.1972	0.0521	0.0521	TRUE	0.2325
LMRG_RS12745	1933	1897	1353	3224	4000	3478	3229	3265	2906	6031	4762	2487	2463	2133	2395	2643	2537	4025	4056	4173	3941	3272	3102.31	2443	3893	1.592	0.671	7.462	8.55426167460072e-14	1.72673882088726e-11	0.0061	0.197	0.0102	0.0102	TRUE	0.1
LMRG_RS05010	1016	751	937	2137	2898	2366	3136	3315	5098	6389	6896	1307	975	1477	1588	1915	1726	3909	4118	7321	4175	4738	3022.66	1498	4852	3.237	1.695	7.39	1.4654090890355e-13	2.76083072374288e-11	0.0641	0.197	0.0685	0.0685	TRUE	1.0027
LMRG_RS02250	142	113	105	294	349	408	421	400	473	1203	839	183	147	166	218	231	298	525	497	679	786	576	391.37	207	613	2.947	1.559	7.247	4.25974120131651e-13	7.0811933146591e-11	0.0485	0.1998	0.0575	0.0575	TRUE	0.263
LMRG_RS04485	2011	1872	1536	4132	4445	4254	3853	3560	3425	7649	6029	2587	2430	2422	3070	2937	3103	4803	4423	4918	4998	4142	3621.27	2758	4657	1.687	0.754	7.199	6.05293106491782e-13	9.50310177192098e-11	0.0096	0.1969	0.0141	0.0141	TRUE	0.0479
LMRG_RS08305	2693	2345	1831	4582	6458	4700	5013	4766	5037	14489	12795	3465	3044	2887	3404	4268	3428	6249	5921	7233	9468	8791	5287.07	3416	7532	2.205	1.141	6.883	5.87954584524858e-12	8.74505082035394e-10	0.0296	0.1968	0.0358	0.0358	TRUE	0.0845
LMRG_RS09100	40	40	27	162	188	233	435	405	349	786	767	51	52	43	120	124	170	542	503	501	514	527	286.15	93	517	5.485	2.455	6.804	1.0202823149699e-11	1.37300848671663e-09	0.1654	0.201	0.1646	0.1646	TRUE	1.6589
LMRG_RS10810	80	70	96	201	257	184	225	240	286	508	458	103	91	151	149	170	134	280	298	411	332	315	221.32	133	327	2.443	1.289	6.787	1.14184987496529e-11	1.46675806665996e-09	0.033	0.2023	0.042	0.042	TRUE	0.2354
LMRG_RS11315	104	84	66	199	417	250	491	451	622	763	745	134	109	104	148	276	182	612	560	893	499	512	366.24	159	615	3.849	1.945	6.733	1.65802625466476e-11	2.03720965029679e-09	0.0973	0.2	0.1054	0.1054	TRUE	1.4762
LMRG_RS04075	118	101	79	185	210	251	214	196	176	467	374	152	131	125	137	139	183	267	243	253	305	257	199.26	144	265	1.829	0.871	6.613	3.76647848300592e-11	4.25762727718989e-09	0.0095	0.2029	0.0174	0.0174	TRUE	0.2023
LMRG_RS10945	724	448	425	2072	3183	2397	4080	4148	5771	10007	8411	932	582	670	1539	2103	1748	5086	5153	8287	6539	5779	3492.61	1262	6169	4.883	2.288	6.422	1.34653806381861e-10	1.46358329551976e-08	0.1553	0.1969	0.1658	0.1658	TRUE	0.6933
LMRG_RS06380	646	505	533	1077	1177	1023	917	1046	984	1755	1603	831	656	840	800	778	746	1143	1299	1413	1147	1101	977.73	775	1221	1.573	0.654	6.355	2.07872448325247e-10	2.17573162580425e-08	0.0081	0.1979	0.0128	0.0128	TRUE	0.0929
LMRG_RS07595	286	205	235	564	666	563	506	571	761	1429	1370	368	266	371	419	440	411	631	709	1093	934	941	598.4	379	862	2.269	1.182	6.266	3.7135778473161e-10	3.74806107018403e-08	0.0366	0.1987	0.0447	0.0447	TRUE	0.0779
LMRG_RS02900	515	509	433	925	996	1008	913	800	863	1773	1253	663	661	683	687	658	735	1138	994	1239	1159	861	861.58	681	1078	1.58	0.66	6.061	1.3528826430776e-09	1.23330527397977e-07	0.0096	0.198	0.0143	0.0143	TRUE	0.1599
LMRG_RS03270	818	863	633	1365	1661	1340	1058	1030	1073	2229	2157	1052	1120	998	1014	1098	977	1319	1280	1541	1457	1482	1212.53	1043	1416	1.358	0.441	5.767	8.06222638646325e-09	6.50967193375576e-07	0.0034	0.1976	0.0068	0.0068	TRUE	0.0347
LMRG_RS02980	818	564	483	2169	4369	2776	5690	5681	9136	8867	7773	1052	732	762	1611	2887	2025	7093	7057	13120	5794	5341	4315.85	1512	7681	5.079	2.344	5.732	9.92718605388601e-09	7.79284105230052e-07	0.2461	0.1969	0.2188	0.2188	TRUE	1.1291
LMRG_RS11030	46	53	55	76	144	99	95	125	123	303	351	59	69	87	56	95	72	118	155	177	198	241	120.73	73	178	2.444	1.289	5.673	1.40121041473718e-08	1.0702217924452e-06	0.0475	0.207	0.0581	0.0581	TRUE	0.112
LMRG_RS06270	1825	1755	1136	1878	2200	1817	4146	4091	5417	5306	4956	2348	2278	1791	1395	1454	1325	5168	5082	7779	3467	3405	3226.69	1765	4980	2.822	1.497	5.555	2.76962544184558e-08	1.9567403746639e-06	0.0929	0.197	0.0947	0.0947	TRUE	0.2818
LMRG_RS04800	148	151	163	528	455	649	558	662	836	1527	1032	190	196	257	392	301	473	696	822	1201	998	709	566.83	302	885	2.926	1.549	5.466	4.60859485866539e-08	2.99652592087949e-06	0.1003	0.1988	0.103	0.103	TRUE	0.3147
LMRG_RS07105	459	223	219	1525	2751	1960	3902	3649	4283	8338	8253	591	289	345	1133	1818	1430	4864	4533	6151	5448	5670	2933.86	934	5333	5.704	2.512	5.464	4.66550391078193e-08	2.99652592087949e-06	0.286	0.197	0.2764	0.2764	TRUE	1.537
LMRG_RS10440	117	97	138	381	399	461	412	402	543	1551	1548	151	126	218	283	264	336	514	499	780	1013	1064	476.99	230	774	3.366	1.751	5.456	4.87009802089666e-08	3.0584215571231e-06	0.126	0.1992	0.1322	0.1322	TRUE	0.048
LMRG_RS01670	151	100	198	336	568	500	438	552	894	1670	1424	194	130	312	250	375	365	546	686	1284	1091	978	564.65	271	917	3.379	1.757	5.401	6.61095575775017e-08	3.97501297263872e-06	0.1304	0.1988	0.1362	0.1362	TRUE	0.076
LMRG_RS00815	316	177	300	666	820	813	665	846	990	2450	1727	407	230	473	495	542	593	829	1051	1422	1601	1187	802.56	457	1218	2.665	1.414	5.378	7.54960901476799e-08	4.44483230744466e-06	0.0809	0.1981	0.0891	0.0891	TRUE	0.1414
LMRG_RS12120	91	79	113	196	355	224	212	279	433	793	897	117	103	178	146	235	163	264	347	622	518	616	300.78	157	473	3.012	1.591	5.373	7.72951545758118e-08	4.45787973124988e-06	0.1028	0.2008	0.1106	0.1106	TRUE	0.0837
LMRG_RS03260	135	144	108	264	487	339	314	314	373	734	784	174	187	170	196	322	247	391	390	536	480	539	330.14	216	467	2.152	1.106	5.351	8.73978805673715e-08	4.93972820966784e-06	0.0436	0.2004	0.0525	0.0525	TRUE	0.3338
LMRG_RS04590	644	571	537	1257	1100	1351	1148	1180	1629	3180	1822	829	741	847	934	727	985	1431	1466	2339	2078	1252	1238.98	844	1713	2.029	1.021	5.316	1.0585289870606e-07	5.7526979181409e-06	0.0404	0.1976	0.0474	0.0474	TRUE	0.1308
LMRG_RS03930	530	371	275	1638	1719	1856	1920	1841	2693	5879	4808	682	482	434	1217	1136	1354	2393	2287	3867	3842	3303	1908.77	884	3138	3.547	1.827	5.3	1.1602358854883e-07	6.18646530639609e-06	0.1392	0.1972	0.1549	0.1549	TRUE	0.1298
LMRG_RS06160	205	159	162	555	898	779	766	688	1032	3080	2801	264	206	255	412	593	568	955	855	1482	2013	1924	866.2	383	1446	3.766	1.913	5.271	1.35625893990165e-07	7.09775511881862e-06	0.1653	0.198	0.171	0.171	TRUE	0.0556
LMRG_RS00820	743	642	623	2083	2903	2397	2178	2351	2783	6024	4892	956	833	982	1547	1918	1748	2715	2921	3997	3936	3361	2265.05	1331	3386	2.542	1.346	5.161	2.46257859143994e-07	1.24272269632309e-05	0.0798	0.1971	0.0886	0.0886	TRUE	0.2231
LMRG_RS10535	310	173	262	756	1079	981	817	1012	1349	2582	2290	399	225	413	562	713	716	1018	1257	1937	1687	1573	954.56	505	1494	2.958	1.565	5.014	5.32797535850898e-07	2.55200989205871e-05	0.12	0.1979	0.1263	0.1263	TRUE	0.1913
LMRG_RS01355	197	149	190	707	566	866	711	853	1342	2389	1335	253	193	300	525	374	632	886	1060	1927	1561	917	784.44	380	1270	3.341	1.74	4.948	7.48555820127182e-07	3.41196572206358e-05	0.1645	0.1982	0.1603	0.1603	TRUE	0.1743
LMRG_RS03935	562	382	269	1566	1614	1892	1658	1609	2394	5547	4320	723	496	424	1163	1067	1380	2067	1999	3438	3625	2968	1759.04	876	2819	3.217	1.686	4.91	9.09392606066245e-07	4.0792754043543e-05	0.1391	0.1973	0.1537	0.1537	TRUE	0.1246
LMRG_RS11505	229	174	200	668	715	635	534	550	727	1840	1502	295	226	315	496	473	463	666	683	1044	1202	1032	626.82	378	925	2.444	1.289	4.858	1.18502278417809e-06	5.07405210316257e-05	0.0822	0.1986	0.0904	0.0904	TRUE	0.0896
LMRG_RS09490	1179	1224	820	2298	2929	2355	1813	1768	1782	3636	3811	1517	1589	1293	1707	1936	1718	2260	2196	2559	2376	2618	1979.01	1627	2402	1.475	0.561	4.849	1.24083027776443e-06	5.23371099248101e-05	0.0118	0.1972	0.017	0.017	TRUE	0.1214
LMRG_RS01340	577	372	473	1633	1826	1968	1680	1575	2044	4856	3758	742	483	746	1213	1207	1435	2094	1957	2935	3173	2582	1687.97	971	2548	2.622	1.391	4.75	2.02991321690007e-06	8.3138184796516e-05	0.097	0.1973	0.1116	0.1116	TRUE	0.2002
LMRG_RS11310	762	735	674	2429	3877	2607	3046	2691	3554	5898	6110	980	954	1063	1804	2562	1902	3797	3343	5104	3854	4198	2687.38	1544	4059	2.627	1.393	4.746	2.07984006021983e-06	8.39661144311607e-05	0.1103	0.197	0.1125	0.1125	TRUE	1.0132
LMRG_RS04815	1060	980	706	2283	2567	2669	2280	2080	1884	4277	3156	1364	1272	1113	1696	1696	1947	2842	2584	2706	2795	2168	2016.65	1515	2619	1.727	0.788	4.743	2.11091897866789e-06	8.40205216016261e-05	0.0281	0.1972	0.0357	0.0357	TRUE	0.2406
LMRG_RS01675	13	8	6	16	11	17	18	30	33	42	35	17	10	9	12	7	12	22	37	47	27	24	20.61	11	31	2.774	1.472	4.699	2.61624055611567e-06	0.00010268744182754	0.0425	0.2579	0.0708	0.0708	TRUE	0.176
LMRG_RS11510	169	152	157	215	271	204	249	279	337	479	444	217	197	248	160	179	149	310	347	484	313	305	264.45	192	352	1.842	0.881	4.686	2.78386592331814e-06	0.000106313582422933	0.0333	0.2013	0.0423	0.0423	TRUE	0.4917
LMRG_RS04720	1722	1277	1612	1127	1780	1181	6512	6719	12327	4246	4378	2216	1658	2542	837	1176	861	8118	8347	17702	2775	3008	4476.29	1548	7990	5.161	2.368	4.642	3.44436670521383e-06	0.00012951290101556	0.3731	0.1969	0.3405	0.3405	TRUE	0.2539
LMRG_RS09255	73	59	66	416	424	501	736	626	706	1127	944	94	77	104	309	280	365	917	778	1014	736	649	483.93	205	819	3.981	1.993	4.621	3.81153647286642e-06	0.000138094898363083	0.246	0.1992	0.2407	0.2407	TRUE	0.632
LMRG_RS00195	62	41	44	93	107	127	103	102	105	219	144	80	53	69	69	71	93	128	127	151	143	99	98.43	72	130	1.77	0.823	4.617	3.89932569622746e-06	0.000139487271108086	0.0195	0.2094	0.031	0.031	TRUE	0.2094
LMRG_RS04120	444	459	365	776	964	891	635	614	640	1141	1065	571	596	576	576	637	650	792	763	919	746	732	686.98	601	790	1.308	0.388	4.49	7.10666926371757e-06	0.000251043091740823	0.004	0.1984	0.0083	0.0083	TRUE	0.0959
LMRG_RS11225	376	312	335	215	283	225	1581	1575	1663	773	1011	484	405	528	160	187	164	1971	1957	2388	505	695	858.47	321	1503	4.684	2.228	4.472	7.76591187004499e-06	0.000267639840789599	0.3394	0.198	0.3233	0.3233	TRUE	0.0506
LMRG_RS00420	44	40	33	132	110	103	120	110	88	212	147	57	52	52	98	73	75	150	137	126	139	101	96.24	68	131	1.889	0.918	4.425	9.66251281528999e-06	0.000328991098988067	0.0339	0.2097	0.0453	0.0453	TRUE	0.4685
LMRG_RS02800	3390	2930	1146	19879	14532	18865	33432	30066	20817	47926	52574	4362	3803	1807	14768	9604	13760	41676	37351	29894	31317	36121	20405.68	8017	35272	4.399	2.137	4.401	1.07814087802894e-05	0.000362717395394022	0.2686	0.1966	0.309	0.309	TRUE	0.7577
LMRG_RS04825	1320	1431	892	2630	2890	2885	2300	2013	1705	4102	3567	1698	1858	1406	1954	1910	2104	2867	2501	2448	2680	2451	2170.72	1822	2589	1.42	0.506	4.389	1.13684419808067e-05	0.000377967259267762	0.0115	0.1972	0.0169	0.0169	TRUE	0.1503
LMRG_RS06350	2944	2718	2142	5051	5870	4236	5099	5138	4631	6537	6605	3788	3528	3377	3752	3879	3090	6356	6383	6650	4272	4538	4510.36	3569	5640	1.58	0.66	4.379	1.18965408295105e-05	0.000390925864932518	0.0217	0.1968	0.0295	0.0295	TRUE	0.1131
LMRG_RS07130	224	164	163	611	847	758	551	597	727	2185	2397	288	213	257	454	560	553	687	742	1044	1428	1647	715.62	388	1110	2.859	1.516	4.357	1.31731736238447e-05	0.000427901019091782	0.1497	0.1983	0.1568	0.1568	TRUE	0.0791
LMRG_RS06360	4216	3539	3310	6710	8238	5793	8247	8846	8015	9609	9236	5424	4594	5219	4985	5444	4225	10281	10989	11510	6279	6346	6845.11	4982	9081	1.822	0.866	4.35	1.36118336303363e-05	0.000437125475446936	0.0406	0.1968	0.0518	0.0518	TRUE	0.0675
LMRG_RS00215	264	248	195	735	866	896	613	722	870	1915	1267	340	322	307	546	572	654	764	897	1249	1251	871	706.66	457	1006	2.198	1.136	4.313	1.61329099039292e-05	0.000512265206612404	0.0816	0.1984	0.0893	0.0893	TRUE	0.131
LMRG_RS06430	2178	1966	2007	2592	3194	2681	3076	3395	3404	5724	4997	2802	2552	3165	1926	2111	1956	3834	4218	4888	3740	3433	3147.7	2419	4023	1.664	0.735	4.276	1.90565527863311e-05	0.000598375757490796	0.0324	0.197	0.0384	0.0384	TRUE	0.2804
LMRG_RS10950	499	288	738	2115	2532	2197	2068	2961	3396	6122	4189	642	374	1164	1571	1673	1603	2578	3678	4877	4000	2878	2276.2	1171	3602	3.074	1.62	4.201	2.65332461848129e-05	0.000797690997002991	0.1941	0.1971	0.1943	0.1943	TRUE	0.3027
LMRG_RS03290	125	82	104	238	246	293	189	194	232	813	696	161	106	164	177	163	214	236	241	333	531	478	254.87	164	364	2.219	1.15	4.196	2.71903782660585e-05	0.000806854990760851	0.0854	0.2015	0.094	0.094	TRUE	0.0839
LMRG_RS12500	309	254	234	961	1407	1261	1218	1265	1379	2310	1807	398	330	369	714	930	920	1518	1571	1980	1509	1242	1043.72	610	1564	2.56	1.356	4.194	2.74090867349758e-05	0.000806854990760851	0.1281	0.1978	0.1358	0.1358	TRUE	0.2854
LMRG_RS12115	610	639	561	902	1422	926	1098	916	1223	1611	1695	785	829	885	670	940	675	1369	1138	1756	1053	1165	1024.03	797	1296	1.625	0.7	4.155	3.2479332094287e-05	0.000945518459767878	0.0303	0.1978	0.0362	0.0362	TRUE	0.4772
LMRG_RS14280	175	162	167	684	737	615	611	608	586	1075	1250	225	210	263	508	487	449	762	755	842	702	859	551.12	357	784	2.188	1.13	4.143	3.42160265878081e-05	0.000966944911371458	0.084	0.1989	0.0954	0.0954	TRUE	0.216
LMRG_RS12140	187	202	201	743	664	872	605	639	675	1822	1383	241	262	317	552	439	636	754	794	969	1191	950	645.88	408	932	2.28	1.189	4.138	3.49885914906517e-05	0.000978987718342394	0.1007	0.1985	0.1064	0.1064	TRUE	0.4712
LMRG_RS03265	1120	1077	887	2457	3845	2924	2263	2050	2318	6256	6354	1441	1398	1399	1825	2541	2133	2821	2547	3329	4088	4366	2535.15	1790	3430	1.916	0.938	4.134	3.55977358037869e-05	0.000986266680210802	0.0614	0.1971	0.067	0.067	TRUE	0.1411
LMRG_RS03055	370	296	307	1230	1098	1385	911	920	1287	3868	2441	476	384	484	914	726	1010	1136	1143	1848	2528	1677	1120.48	666	1666	2.501	1.322	4.064	4.82201226419633e-05	0.00130019193597792	0.1352	0.1977	0.1377	0.1377	TRUE	0.196
LMRG_RS07860	1087	874	835	2292	3332	2521	1952	2030	1795	7063	6934	1399	1135	1317	1703	2202	1839	2433	2522	2578	4615	4764	2409.58	1599	3382	2.115	1.081	4.056	4.98470839600917e-05	0.00131652204926373	0.0883	0.1971	0.0926	0.0926	TRUE	0.0799
LMRG_RS08220	321	291	380	1023	1112	1181	1226	1357	1178	1701	1254	413	378	599	760	735	861	1528	1686	1692	1112	862	965.91	624	1376	2.2	1.137	4.047	5.19462471336601e-05	0.0013467898568782	0.0948	0.1979	0.1023	0.1023	TRUE	0.143
LMRG_RS10815	5	5	3	28	29	25	24	36	21	69	60	6	6	5	21	19	18	30	45	30	45	41	24.27	12	38	2.862	1.517	4.009	6.08806410936112e-05	0.0015499882137887	0.1163	0.2486	0.1388	0.1388	TRUE	0.2408
LMRG_RS01850	85	72	61	360	300	439	373	400	284	911	695	109	93	96	267	198	320	465	497	408	595	478	320.68	180	489	2.69	1.427	4.002	6.28900043496864e-05	0.00158684957403762	0.164	0.2005	0.1629	0.1629	TRUE	0.6467
LMRG_RS07100	188	107	79	1174	2305	1551	2625	2559	2910	5815	5843	242	139	125	872	1523	1131	3272	3179	4179	3800	4014	2043.32	672	3689	5.485	2.456	3.983	6.81786555918948e-05	0.00169011298862013	0.5409	0.1972	0.4973	0.4973	TRUE	2.0372
LMRG_RS00190	33	38	32	64	95	97	67	87	95	197	99	42	49	50	48	63	71	84	108	136	129	68	77.1	54	105	1.924	0.944	3.949	7.83783837088199e-05	0.00189313942188996	0.0492	0.213	0.061	0.061	TRUE	0.1073
