x1 x2 group
4.13713067517163 3.60634842926689 1
4.01611971657464 2.05741161731517 1
1.11145081012211 2.86480034777079 1
3.14697125329977 2.02991072353294 1
2.22810113704298 2.68284233671381 1
2.09218183706577 2.54234769454904 1
3.602859932842 1.37355205982305 1
2.82204131727028 0.894759137524614 1
4.03298039342229 1.75610376815028 1
3.24413870881939 1.02425765532119 1
2.66590005990369 1.19790951262084 1
3.14544498024191 1.82044432731004 1
3.46670014874586 1.16833878424154 1
3.21287631560702 0.809467443321067 1
2.76252818936789 3.06284201214556 1
3.58686910544605 1.74793757450652 1
3.25651202740229 2.01060580494375 1
3.62488165853135 2.60304624163191 1
3.66278594019386 1.85321644639644 1
3.24408678095946 1.75155964497074 1
1.76533848883882 1.71117014714061 1
1.72911378554431 2.08942354523504 1
4.95689276230696 0.400954177721202 1
3.0583098389161 2.358899356093 1
5.48604210434111 2.00119772266169 1
3.37146916457616 1.57049956836913 1
-0.685322474368967 2.50164549364539 1
2.40595497964891 1.52981502174957 1
3.19898195316327 1.02868225077301 1
2.95923918151614 1.79827749005634 1
5.33059167646591 1.78627005964287 1
5.02052662523924 1.88791345636464 1
4.37657531424617 2.21321240063846 1
2.90850822474869 1.48562486058109 1
3.07100467628369 3.09462608246935 1
1.58518353899711 1.18023383361309 1
3.88593814073434 0.688721246072945 1
4.21817328371215 2.01910606263341 1
4.91217830345664 2.33054812326152 1
4.34213418169726 2.33518371437356 1
2.34887612204407 1.91743559707025 1
1.28628738220486 1.32523550894716 1
4.24937062989317 2.39252988933716 1
4.32908071239685 3.12544181712626 1
2.5058402270028 0.733659557701414 1
2.11830131816597 1.90250427827325 1
3.14233040004753 3.03332762656838 1
3.7788341223471 1.41593779375571 1
3.00489044618146 1.14871661916085 1
3.14089993372569 2.55876040702023 1
2.55657162295294 1.81178550018467 1
3.21125740781738 0.742749618415014 1
2.34575592608953 1.52011896404235 1
3.36562175801881 1.34908686672399 1
2.20098083567688 2.54776034823694 1
5.89704736891934 3.32092218281985 1
2.72360965883904 2.48530973342977 1
-0.262231509851547 2.28009282250202 1
5.17440702794011 2.30110438404436 1
4.4021091054772 1.48516469463459 1
0.429826176506042 3.05978204884505 2
1.0055163290724 2.77881296551479 2
0.796604299915088 2.57221179406815 2
1.13724916092308 2.70414352382569 2
1.52960403930779 2.91257128023908 2
1.38694467810121 2.95824861708221 2
0.716985183098737 3.05483893755042 2
0.271220553321289 3.2533624816488 2
0.558763301443478 3.16908052817507 2
1.94412011591296 3.16471169829648 2
1.53202619161639 3.50910158153493 2
1.94176276931529 2.99897675527509 2
0.919192924764071 2.76026408545623 2
-0.140125605697686 3.3117773355398 2
0.208062816916029 2.76009262167556 2
2.07161542127821 3.66668138345733 2
1.17535913454774 2.72011839299476 2
0.535345627337905 3.54832788992775 2
0.525310083538321 2.79757676041149 2
0.744811890116065 2.75652268056322 2
3.3737309538829 2.70689365517338 2
2.77795212821463 3.7909849594903 2
0.188005871466798 3.31868395953172 2
-1.28914742869591 3.16986071247275 2
0.833130120955112 2.70917486985174 2
1.23025267750912 3.02102059878735 2
0.0988954062175228 3.25380011917563 2
1.17895500742489 3.50768293503591 2
-1.28364675524923 4.33512324835497 2
0.0520190444357904 2.3279068054499 2
2.79020292575399 2.92050149331865 2
1.48085449414152 2.58167487077051 2
1.02961043257712 3.20915667159061 2
1.23073359249484 3.05035239198283 2
1.80799234872354 2.25890685794675 2
-0.0777020847886334 2.76264299628111 2
2.39352464819933 3.05660658201892 2
3.24192193519614 2.67768513643783 2
2.8210999094453 3.13001760748237 2
0.171231500794841 2.33556785887779 2
