x1 x2 group
-0.383440018065533 0.150887994676879 1
0.616532911264066 0.234463110491464 1
0.481729418881072 -0.120173821122378 1
-0.450972063819381 0.163257343310092 1
0.274830617104981 0.5337656737096 1
0.113326732769578 -0.124032372903384 1
-0.00557222555685971 -0.103343083814427 1
-0.523030662861825 0.234737498877097 1
0.0164838484631477 0.00431982298263396 1
0.0868534405956707 -0.079912275987182 1
0.0674012866556045 0.0531596602095733 1
-0.0791708224144694 0.703717500622151 1
-0.205778523456774 -0.0251711182978555 1
-0.0674061114264612 -0.136118283147527 1
0.410632981755085 -0.451729100611648 1
-0.357739507936708 -0.437398787168862 1
-0.434359110721132 0.226432004933696 1
-0.865716005097956 -0.0610408884010733 1
-0.044429641858387 -0.294422716793476 1
0.284597901851466 -0.579421684818976 1
-0.206053983319628 0.0403817467472708 1
-0.159111900784549 0.142992716536097 1
-0.537130418494074 0.0535521553305406 1
0.646829986417012 0.0762515340572527 1
-0.110060633911917 0.771671373098343 1
0.253799585233882 -0.0836469574616118 1
0.0679607612634831 0.0971932151722723 1
-0.199099430135145 0.00742051521699217 1
-0.103042629486291 0.271249457033464 1
-0.040397355256827 -0.424093968723586 1
0.192043341891158 0.152168049408938 1
-0.142853932285771 -0.737202222946251 1
-0.0829670821137472 -0.227782241207236 1
-0.724004862611227 0.0394138435217277 1
-0.129467644761127 -0.0458438239601837 1
0.0854834747888409 0.0107608041398332 1
-0.0604831113496863 0.796716996779627 1
-0.0386920861182195 0.41804448594774 1
-0.416437395846649 0.847011513543925 1
-0.355209221609159 -0.153379156865049 1
-0.0365360746652017 0.1601289043694 1
-0.159257996301544 0.797548141894527 1
-0.0691618934369866 0.330495287776873 1
0.0093103731931586 0.0270209694087487 1
0.174365596205607 0.0220062963864594 1
0.0628774184237175 0.97137472524642 1
-0.315569702788374 0.663156827584058 1
0.388655471557798 0.175268982967938 1
-0.316624569597908 -0.0263477458424363 1
0.419805620298143 -0.530533332604438 1
-0.836012461703825 -0.490613671886049 1
0.674136033096114 0.212939106500709 1
-0.741460560204669 0.133136914117418 1
0.190096910145681 -0.295985374643993 1
-0.200422317159344 0.411480570988422 1
-0.100137613657253 -0.150993178006175 1
-0.222701935427838 0.95595557509004 1
0.0110171850364661 -0.0778091241168363 1
0.425123265321892 -0.182837549299782 1
-0.343470938926895 -0.393678732316947 1
-0.0468418822001874 0.280163764468042 1
-0.0827768111590856 0.0586125410022966 1
-0.805646385044952 0.479737290095201 1
0.17694191718468 0.238500439819242 1
-0.134388546209094 0.147778583953982 1
-0.037819137532434 0.0677255757867012 1
0.24773921595447 -0.305797853979005 1
-0.0646076914776309 -0.101125201048768 1
-0.930916327066507 -0.197017416396184 1
0.602906899726329 0.307582587591846 1
-0.302978139573517 -0.567310445162771 1
0.68199363484816 -0.30047754692552 1
-0.653003850806592 0.47363431639233 1
0.188249178637956 -0.339700732852112 1
-0.220341690574728 -0.945588282008008 1
0.913045899790637 -0.0593046158001036 1
0.00781221098851885 -0.226331917834682 1
-0.399924602414907 0.619007472943254 1
-0.00739321768112296 -0.717795605272109 1
-0.0367764340545207 0.133913429355958 1
-0.427271885873309 0.533041708604516 1
0.0209066057414772 0.0693038938158869 1
0.0551407574830846 -0.012312455150047 1
